fpr,tpr
0.0,0.0
0.0001333155579256099,0.3985294117647059
0.0001333155579256099,0.3992081447963801
0.0001333155579256099,0.3995475113122172
0.0001333155579256099,0.4
0.0001333155579256099,0.4002262443438914
0.0001333155579256099,0.4122171945701357
0.0001333155579256099,0.41255656108597283
0.0001333155579256099,0.41300904977375563
0.0001333155579256099,0.42126696832579186
0.0001333155579256099,0.42171945701357466
0.0001999733368884149,0.4280542986425339
0.0001999733368884149,0.428393665158371
0.0003332888948140248,0.43631221719457014
0.0003332888948140248,0.43653846153846154
0.0003332888948140248,0.43676470588235294
0.0003999466737768298,0.43687782805429864
0.0005999200106652446,0.4451357466063348
0.0006665777896280496,0.4451357466063348
0.0006665777896280496,0.44536199095022627
0.0006665777896280496,0.445475113122172
0.0007998933475536596,0.45350678733031674
0.0007998933475536596,0.45361990950226244
0.0007998933475536596,0.45384615384615384
0.0007998933475536596,0.45418552036199095
0.0007998933475536596,0.45441176470588235
0.0008665511265164644,0.45441176470588235
0.0008665511265164644,0.45463800904977375
0.0010665244634048793,0.46131221719457016
0.0010665244634048793,0.46176470588235297
0.0010665244634048793,0.46210407239819007
0.0011331822423676842,0.46221719457013577
0.0013998133582189042,0.47058823529411764
0.0013998133582189042,0.47081447963800904
0.0013998133582189042,0.47092760180995474
0.0013998133582189042,0.47149321266968325
0.0013998133582189042,0.47183257918552035
0.0013998133582189042,0.47217194570135745
0.001666444474070124,0.47861990950226246
0.001666444474070124,0.47873303167420816
0.0017331022530329288,0.47895927601809957
0.0017997600319957338,0.47895927601809957
0.0017997600319957338,0.47941176470588237
0.0017997600319957338,0.4796380090497738
0.0019330755899213438,0.4799773755656109
0.0021997067057725637,0.48868778280542985
0.0021997067057725637,0.48902714932126695
0.0024663378216237836,0.48947963800904976
0.0024663378216237836,0.48959276018099546
0.0024663378216237836,0.48981900452488686
0.002732968937475003,0.4976244343891403
0.002732968937475003,0.497737556561086
0.002732968937475003,0.4981900452488688
0.002732968937475003,0.4983031674208145
0.003132915611251833,0.5061085972850679
0.003132915611251833,0.5063348416289593
0.003132915611251833,0.506447963800905
0.003132915611251833,0.5067873303167421
0.003132915611251833,0.5070135746606335
0.003332888948140248,0.5149321266968325
0.003399546727103053,0.5149321266968325
0.003399546727103053,0.5152714932126696
0.003799493400879883,0.5235294117647059
0.003799493400879883,0.5236425339366516
0.003799493400879883,0.523868778280543
0.003799493400879883,0.5240950226244344
0.003799493400879883,0.5245475113122172
0.004266097853619517,0.5316742081447964
0.004332755632582322,0.5319004524886878
0.005132648980135982,0.5384615384615384
0.005132648980135982,0.5386877828054298
0.005199306759098787,0.5391402714932126
0.005865884548726837,0.5459276018099547
0.005865884548726837,0.5466063348416289
0.006865751233168911,0.5555429864253394
0.006865751233168911,0.5559954751131222
0.007399013464871351,0.5653846153846154
0.007465671243834155,0.5654977375565611
0.007465671243834155,0.5658371040723982
0.007465671243834155,0.5659502262443439
0.0075323290227969604,0.5659502262443439
0.0075323290227969604,0.5661764705882353
0.008665511265164644,0.5751131221719457
0.008665511265164644,0.5752262443438914
0.008798826823090255,0.5752262443438914
0.008798826823090255,0.5753393665158371
0.00886548460205306,0.5753393665158371
0.00886548460205306,0.5756787330316742
0.00886548460205306,0.5759049773755656
0.008932142381015865,0.5759049773755656
0.00979869350753233,0.5823529411764706
0.00979869350753233,0.582579185520362
0.009865351286495135,0.582579185520362
0.009865351286495135,0.5826923076923077
0.010865217970937209,0.5910633484162896
0.010931875749900012,0.5910633484162896
0.010931875749900012,0.5917420814479638
0.012331689108118918,0.6004524886877828
0.012331689108118918,0.6005656108597285
0.012331689108118918,0.6010180995475113
0.012331689108118918,0.601131221719457
0.012398346887081722,0.601131221719457
0.013331555792560993,0.6100678733031675
0.013331555792560993,0.6101809954751132
0.013398213571523796,0.6101809954751132
0.013398213571523796,0.6102941176470589
0.013398213571523796,0.610633484162896
0.013398213571523796,0.6109728506787331
0.014264764698040262,0.6207013574660634
0.014331422477003065,0.6207013574660634
0.014331422477003065,0.6208144796380091
0.01439808025596587,0.6208144796380091
0.01439808025596587,0.6210407239819005
0.014464738034928676,0.6210407239819005
0.015797893614184776,0.6297511312217194
0.015931209172110387,0.6297511312217194
0.015931209172110387,0.6299773755656108
0.01719770697240368,0.6375565610859728
0.01719770697240368,0.6384615384615384
0.01719770697240368,0.6388009049773755
0.018330889214771363,0.6458144796380091
0.018330889214771363,0.6459276018099548
0.01839754699373417,0.6460407239819005
0.01839754699373417,0.6463800904977376
0.01839754699373417,0.6467194570135747
0.018464204772696974,0.6467194570135747
0.020263964804692707,0.6554298642533937
0.020263964804692707,0.6557692307692308
0.020263964804692707,0.6561085972850679
0.020330622583655512,0.6562217194570136
0.020330622583655512,0.6563348416289593
0.02193040927876283,0.6645927601809954
0.021997067057725635,0.6645927601809954
0.02206372483668844,0.6649321266968325
0.02206372483668844,0.6652714932126697
0.022130382615651246,0.665497737556561
0.022397013731502467,0.665497737556561
0.0241967737634982,0.672737556561086
0.024263431542461005,0.672737556561086
0.024263431542461005,0.6729638009049774
0.024396747100386616,0.6729638009049774
0.024396747100386616,0.6730769230769231
0.025863218237568323,0.680316742081448
0.025863218237568323,0.6804298642533937
0.025996533795493933,0.6804298642533937
0.025996533795493933,0.6807692307692308
0.02752966271163845,0.6880090497737557
0.027596320490601255,0.6881221719457014
0.027596320490601255,0.6882352941176471
0.029196107185708572,0.6943438914027149
0.029196107185708572,0.6945701357466063
0.029196107185708572,0.6949095022624434
0.029262764964671378,0.6950226244343891
0.029262764964671378,0.6953619909502262
0.03119584055459272,0.7016968325791855
0.03126249833355552,0.7016968325791855
0.03126249833355552,0.7019230769230769
0.031395813891481134,0.7020361990950226
0.031395813891481134,0.7024886877828054
0.03146247167044394,0.7024886877828054
0.03266231169177443,0.7092760180995475
0.03266231169177443,0.709502262443439
0.03272896947073724,0.709502262443439
0.03279562724970004,0.709841628959276
0.03286228502866285,0.7099547511312218
0.03286228502866285,0.7102941176470589
0.034462071723770166,0.7154977375565611
0.034462071723770166,0.7156108597285068
0.03452872950273297,0.7156108597285068
0.03452872950273297,0.7157239819004525
0.034595387281695776,0.7157239819004525
0.034595387281695776,0.7159502262443439
0.034595387281695776,0.716289592760181
0.036395147313691506,0.7221719457013575
0.036461805092654315,0.7221719457013575
0.036461805092654315,0.7223981900452489
0.036461805092654315,0.7225113122171946
0.036595120650579925,0.7225113122171946
0.03832822290361285,0.7299773755656108
0.03832822290361285,0.7305429864253393
0.04019464071457139,0.7364253393665159
0.04019464071457139,0.7369909502262444
0.04019464071457139,0.7372171945701358
0.040261298493534194,0.7372171945701358
0.040261298493534194,0.7374434389140272
0.040394614051459804,0.7374434389140272
0.040394614051459804,0.7375565610859729
0.04252766297826956,0.7433257918552036
0.04252766297826956,0.7436651583710407
0.04259432075723237,0.7436651583710407
0.044860685241967735,0.7498868778280543
0.044860685241967735,0.7502262443438914
0.04632715637914945,0.7573529411764706
0.04632715637914945,0.7576923076923077
0.04639381415811225,0.7576923076923077
0.04639381415811225,0.7579185520361991
0.04659378749500067,0.7583710407239819
0.04659378749500067,0.7584841628959276
0.049126783095587254,0.7640271493212669
0.049126783095587254,0.7641402714932126
0.04932675643247567,0.7641402714932126
0.04932675643247567,0.7642533936651583
0.049393414211438474,0.7642533936651583
0.04959338754832689,0.764366515837104
0.051526463138248234,0.7688914027149322
0.051726436475136646,0.7688914027149322
0.051726436475136646,0.7690045248868779
0.051859752033062256,0.7690045248868779
0.05439274763364885,0.7754524886877828
0.05439274763364885,0.7755656108597285
0.05445940541261165,0.7756787330316742
0.05452606319157446,0.7756787330316742
0.05452606319157446,0.7757918552036199
0.05459272097053726,0.7757918552036199
0.05459272097053726,0.7759049773755656
0.05465937874950007,0.7759049773755656
0.05465937874950007,0.7760180995475113
0.05685908545527263,0.7817873303167421
0.05685908545527263,0.7820135746606335
0.05692574323423544,0.7820135746606335
0.05692574323423544,0.7821266968325792
0.05692574323423544,0.7823529411764706
0.05692574323423544,0.7824660633484163
0.05699240101319824,0.7824660633484163
0.05699240101319824,0.782579185520362
0.05699240101319824,0.7828054298642534
0.05705905879216105,0.7828054298642534
0.05965871217171044,0.7881221719457013
0.05965871217171044,0.7885746606334841
0.05972536995067324,0.7885746606334841
0.05972536995067324,0.7886877828054298
0.05992534328756166,0.7886877828054298
0.06172510331955739,0.7942307692307692
0.0617917610985202,0.7942307692307692
0.0617917610985202,0.7943438914027149
0.06192507665644581,0.7943438914027149
0.06192507665644581,0.7945701357466063
0.06199173443540861,0.7945701357466063
0.06492467670977203,0.8
0.06492467670977203,0.8003393665158371
0.06499133448873484,0.8004524886877828
0.06499133448873484,0.8006787330316743
0.06499133448873484,0.8010180995475114
0.06759098786828423,0.8054298642533937
0.06765764564724704,0.8054298642533937
0.06765764564724704,0.8055429864253394
0.06772430342620984,0.8055429864253394
0.06779096120517264,0.8056561085972851
0.06779096120517264,0.8058823529411765
0.07005732568990801,0.8119909502262443
0.07012398346887082,0.8119909502262443
0.07012398346887082,0.81210407239819
0.07032395680575923,0.81210407239819
0.07032395680575923,0.8123303167420814
0.07039061458472204,0.8123303167420814
0.07039061458472204,0.8124434389140271
0.07059058792161045,0.8124434389140271
0.0738568190907879,0.8182126696832579
0.0738568190907879,0.8183257918552036
0.0739234768697507,0.8183257918552036
0.0739901346487135,0.8184389140271493
0.07405679242767631,0.8184389140271493
0.07419010798560192,0.8184389140271493
0.07432342354352753,0.8184389140271493
0.07758965471270497,0.8234162895927601
0.07772297027063058,0.8234162895927601
0.07772297027063058,0.8236425339366515
0.07772297027063058,0.8237556561085972
0.07778962804959338,0.8237556561085972
0.07778962804959338,0.8240950226244343
0.077922943607519,0.8240950226244343
0.08052259698706839,0.8289592760180996
0.08052259698706839,0.8290723981900453
0.08052259698706839,0.8292986425339367
0.08052259698706839,0.8294117647058824
0.0805892547660312,0.8294117647058824
0.08085588588188242,0.8295248868778281
0.08085588588188242,0.8296380090497738
0.08098920143980802,0.8296380090497738
0.08098920143980802,0.8298642533936652
0.08112251699773364,0.8298642533936652
0.0846553792827623,0.8341628959276018
0.0847220370617251,0.8341628959276018
0.0847220370617251,0.8342760180995475
0.0847886948406879,0.8342760180995475
0.08492201039861352,0.8343891402714932
0.08492201039861352,0.834502262443439
0.08498866817757632,0.8346153846153846
0.08498866817757632,0.8347285067873303
0.08512198373550194,0.8347285067873303
0.08518864151446474,0.8347285067873303
